Message,Encrypt,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Result
STRANGERS ON A TRAIN WAS ONE OF THOSE FILM CLASSICS I HAD ALWAYS HEARD ABOUT BUT SOMEHOW NEVER GOTTEN AROUND TO ACTUALLY SEEING I FINALLY WATCHED IT A FEW WEEKS AGO AND AS ALWAYS WITH ANY HITCHCOCK MO,RALSFVNLR XF S ALSPF JSR XFN XD AYXRN DPHC QHSRRPQR P YSE SHJSKR YNSLE SGXZA GZA RXCNYXJ FNWNL VXAANF SLXZFE AX SQAZSHHK RNNPFV P DPFSHHK JSAQYNE PA S DNJ JNNBR SVX SFE SR SHJSKR JPAY SFK YPAQYQXQB CX,22,14,13,13,13,11,10,8,8,8,7,6,5,5,4,4,4,3,2,2,1,0,0,0,0,0,0
ONE OF THE BETTER MADE FOR TV BIOPICS I JUST WISH IT HAD TOLD US MORE I HAVE READ MANY BIOGRAPHIES AND SEEN OTHER THINGS ABOUT THE CARPENTERS AND THIS MOVIE DID WHAT IT COULD BASED ON THE CONSTRAINTS ,GKW GL XAW FWXXWM NIBW LGM XY FRGJRDZ R VCZX QRZA RX AIB XGSB CZ NGMW R AIYW MWIB NIKT FRGPMIJARWZ IKB ZWWK GXAWM XARKPZ IFGCX XAW DIMJWKXWMZ IKB XARZ NGYRW BRB QAIX RX DGCSB FIZWB GK XAW DGKZXMIRKXZ ,18,18,14,13,13,12,11,10,10,9,5,4,4,4,3,3,2,2,2,2,1,1,0,0,0,0,0
A COUPLE OF WEEKS AFTER I SAW THIS MOVIE IT BEGAN TO REMIND ME OF JOHN CARPENTERS IN THE MOUTH OF MADNESS NOT FOR THE STORY FOR THE ATMOSPHERE THE FAST ELEMENTS OF SURPRISE AND THE DREAMLIKE SEQUENCES,V PXLSOU XK WUUDR VKQUI B RVW QGBR TXABU BQ NUEVM QX IUTBMJ TU XK FXGM PVISUMQUIR BM QGU TXLQG XK TVJMURR MXQ KXI QGU RQXIC KXI QGU VQTXRSGUIU QGU KVRQ UOUTUMQR XK RLISIBRU VMJ QGU JIUVTOBDU RUHLUMPUR,27,16,14,14,11,10,10,9,8,8,8,4,4,4,3,3,2,2,1,1,1,1,1,1,0,0,0
AND SHE REALLY WAS BEAUTIFUL LARAINE DAY THAT IS  HERSELF HER PART AND HER PERFORMANCE AN ENGAGING STORY OF SELFISH VS SELFLESS LOVE FOR THE SAME MAN WEALTHY HEARTTHROB AND DIPSOMANIAC ROBERT CUMMINGS,SOG VRN FNSHHQ XSV CNSTBJDTH HSFSJON GSQ BRSB JV  RNFVNHD RNF PSFB SOG RNF PNFDWFMSOUN SO NOYSYJOY VBWFQ WD VNHDJVR LV VNHDHNVV HWLN DWF BRN VSMN MSO XNSHBRQ RNSFBBRFWC SOG GJPVWMSOJSU FWCNFB UTMMJOYV,20,20,14,14,11,10,10,10,8,8,7,6,5,4,4,3,3,3,3,2,2,0,0,0,0,0,0
FLASH GORDON WAS A FIRST RATE SERIAL I KNOW THERE WERE A FEW GOOFS HOWEVER I DIDNT WATCH IT FOR THE FLAWS BUSTER CRABBE IS FLASH GORDON HE WAS NOT A TRAINED ACTOR BUT HE GAVE A VERY GOOD CONVINCING PE,WOLRF TVEMVX CLR L WNERY ELYZ RZENLO N AXVC YFZEZ CZEZ L WZC TVVWR FVCZHZE N MNMXY CLYSF NY WVE YFZ WOLCR IDRYZE SELIIZ NR WOLRF TVEMVX FZ CLR XVY L YELNXZM LSYVE IDY FZ TLHZ L HZEQ TVVM SVXHNXSNXT GZ,18,16,14,14,12,10,10,9,8,8,7,6,6,5,4,4,4,2,1,1,1,0,0,0,0,0,0
A GROUP OF OBNOXIOUS TEENS GO TO A FORMER FUNERAL PARLOR FOR A HALLOWEEN PARTY THEY GET TRAPPED INSIDE AND BECOME POSSESSED BY DEMONS THAT THEY HAVE ACCIDENTALLY AWAKENED THE POSSESSED TEENS START KIL,E LKHFO HU HGNHIYHFC RDDNC LH RH E UHKBDK UFNDKEM OEKMHK UHK E AEMMHVDDN OEKRT RADT LDR RKEOODP YNCYPD ENP GDJHBD OHCCDCCDP GT PDBHNC RAER RADT AEQD EJJYPDNREMMT EVEWDNDP RAD OHCCDCCDP RDDNC CREKR WYM,25,16,15,14,14,10,10,8,7,7,6,5,5,4,3,3,3,3,3,2,2,1,1,0,0,0,0
ONE OF THE LAST FILMS DIRECTED BY LIONEL BARRYMORE TEN CENTS A DANCE STARS BARBARA STANWYCK AS THE DANCEHALL GIRL BARBARA IN HER SIXTH ROLE STANWYCK LOOKS QUITE PLAINJANE IN THIS ONE AND OPENS WITH HE,WDU WO TAU GVBT OIGLB HIYUKTUH FP GIWDUG FVYYPLWYU TUD KUDTB V HVDKU BTVYB FVYFVYV BTVDSPKZ VB TAU HVDKUAVGG NIYG FVYFVYV ID AUY BICTA YWGU BTVDSPKZ GWWZB QRITU EGVIDMVDU ID TAIB WDU VDH WEUDB SITA AU,19,18,15,13,12,12,11,10,9,8,6,6,5,4,3,3,2,2,2,1,1,1,1,1,0,0,0
THIS IS AN EXCELLENT FILM BUT MOMENTO NOLANS OTHER BIG BUDGET FILM IS MUCH BETTER  I WOULD RECOMMEND PEOPLE GO TO SEE MOMENTO AND THEN IF THEY LIKE THAT SEE THIS FILM THE FILM IS SHOT IN BLACK AND WHI,JZET ET WL BFYBGGBLJ REGC PAJ CICBLJI LIGWLT IJZBV PES PAUSBJ REGC ET CAYZ PBJJBV  E XIAGU VBYICCBLU DBIDGB SI JI TBB CICBLJI WLU JZBL ER JZBQ GEMB JZWJ TBB JZET REGC JZB REGC ET TZIJ EL PGWYM WLU XZE,21,17,15,12,11,11,11,10,9,6,5,5,5,4,4,3,3,2,2,2,1,1,0,0,0,0,0
THE CHINA SYNDROME LAUNCHED A WHOLE STRING OF FILMS ABOUT THE POTENTIALLY DEVASTATING EFFECTS OF MISUSED NUCLEAR POWER A BLACK CLOUD OF PARANOIA THAT WOULD HANG OVER AMERICA FOR MUCH OF THE REAGAN YEA,JAT FAVBX RHBMUYPT ZXIBFATM X SAYZT RJUVBD YW WVZPR XGYIJ JAT QYJTBJVXZZH MTEXRJXJVBD TWWTFJR YW PVRIRTM BIFZTXU QYSTU X GZXFK FZYIM YW QXUXBYVX JAXJ SYIZM AXBD YETU XPTUVFX WYU PIFA YW JAT UTXDXB HTX,20,17,14,12,10,9,9,9,8,8,8,7,7,6,5,4,3,3,3,2,2,1,0,0,0,0,0
THIS FILM IS TOO GOOD FOR WORDS ITS SO UNBELIEVABLY GREAT AND FUNNY AND TRUE TO LIFE YOU JUST KNOW FROM WATCHING THIS THAT THE PERSON WHO WROTE THIS HAS DEFIANTLY FELT THE WAY THAT JIP AND HIS FRIENDS,XRHO CHVN HO XDD QDDK CDA FDAKO HXO OD ZIWGVHGUPWVS QAGPX PIK CZIIS PIK XAZG XD VHCG SDZ BZOX LIDF CADN FPXJRHIQ XRHO XRPX XRG TGAODI FRD FADXG XRHO RPO KGCHPIXVS CGVX XRG FPS XRPX BHT PIK RHO CAHGIKO,19,14,13,12,12,11,11,11,8,8,7,6,6,5,5,3,2,2,2,2,1,1,1,0,0,0,0
I AM A BIG FAN OF LARKINS WORKS I BELIEVE THAT HE WAS AMID THE GREATEST TH CENTURY POETS THE FILM ITSELF DOES A GREAT JUSTICE TO THE BARD OF HULL WONDERFULLY PORTRAYED BY ALL THE PLAYERS IN THEIR ROLE,Z IB I KZO YIJ SY DIRUZJP XSRUP Z KNDZNVN QGIQ GN XIP IBZE QGN ORNIQNPQ QG MNJQARC WSNQP QGN YZDB ZQPNDY ESNP I ORNIQ LAPQZMN QS QGN KIRE SY GADD XSJENRYADDC WSRQRICNE KC IDD QGN WDICNRP ZJ QGNZR RSDN,21,17,14,12,12,11,9,9,9,6,5,5,5,4,4,3,3,3,3,2,2,1,1,0,0,0,0
ONE OF THE BIGGEST FRENCH SUCCESS OF THE YEAR  LAUBERGE ESPAGNOLE WAS ALSO VERY WELL GREETED ABROAD WHICH IS QUITE EXTRAORDINARY FOR A FRENCH FILM IT IS NOT DIFFICULT TO DEFINE THE REASONS OF THIS SUC,BON BM LSN YZAANXL MQNOES XPEENXX BM LSN GNVQ  JVPYNQAN NXKVAOBJN FVX VJXB TNQG FNJJ AQNNLNR VYQBVR FSZES ZX CPZLN NWLQVBQRZOVQG MBQ V MQNOES MZJU ZL ZX OBL RZMMZEPJL LB RNMZON LSN QNVXBOX BM LSZX XPE,23,13,12,12,12,12,11,10,8,8,7,7,5,5,5,3,3,3,1,1,1,1,1,0,0,0,0
LET ME START BY SAYING THAT LIEV HAS GAINED A TON OF RESPECT FROM ME AFTER SEEING HIS DIRECTORIAL DEBUT EVERYTHING IS ILLUMINATED ANYONE WHO HAS READ THE BOOK KNOWS HOW SATURATED THE STORY IS WITH NON,QYR SY ARZJR NW AZWBTC RXZR QBYO XZA CZBTYI Z RGT GF JYAHYER FJGS SY ZFRYJ AYYBTC XBA IBJYERGJBZQ IYNPR YOYJWRXBTC BA BQQPSBTZRYI ZTWGTY MXG XZA JYZI RXY NGGU UTGMA XGM AZRPJZRYI RXY ARGJW BA MBRX TGT,20,18,14,13,12,12,11,10,10,6,5,5,4,4,4,3,3,3,2,2,2,1,0,0,0,0,0
I HAD NEVER READ MUCH ABOUT OR EVEN SEEN STILLS OF THE SIXMAN BRITISH COMEDY GROUP THE CRAZY GANG BUT MY POSITIVE EXPERIENCES WITH THEIR CONTEMPORARIES WILL HAY AND ARTHUR ASKEY  AND ESPECIALLY GRAHAM,X CTM DBOBN NBTM VLQC TPFLW FN BOBD ABBD AWXGGA FR WCB AXKVTD PNXWXAC QFVBME ZNFLI WCB QNTSE ZTDZ PLW VE IFAXWXOB BKIBNXBDQBA YXWC WCBXN QFDWBVIFNTNXBA YXGG CTE TDM TNWCLN TAJBE  TDM BAIBQXTGGE ZNTCTV,21,15,13,13,11,10,10,9,8,6,6,6,6,5,5,5,4,3,3,2,2,1,1,1,0,0,0
A BEAUTIFUL SENSITIVE FILM THAT BRINGS HOME THE FUTILITY AND CRUELTY OF WARS NO MATTER WHAT THE SOCALLED REASONS THE PERFORMANCE OF CAGE AND CRUZ WERE QUITE IMPRESSIVE BUT IT IS TO THE OLDER GREEK CHA,R BVRFYXGFT EVSEXYXIV GXTP YCRY BOXSNE CDPV YCV GFYXTXYL RSK HOFVTYL DG WROE SD PRYYVO WCRY YCV EDHRTTVK OVREDSE YCV ZVOGDOPRSHV DG HRNV RSK HOFA WVOV QFXYV XPZOVEEXIV BFY XY XE YD YCV DTKVO NOVVU HCR,23,18,13,12,12,10,9,8,7,7,7,6,6,5,4,3,3,3,2,2,2,1,1,1,0,0,0
THIS IS A VIDEO VERSION OF A STAGE PRODUCTION WITH EXTRA SHOOTING FOR THE VIDEO EDITION THE RESULT GAINS BOTH THE DRAMA OF THE STAGE WITH THE IMPACT OF WELL PRODUCED FILM THE SET BY GEORGE TSYPIN WITH,NFBL BL P YBIOR YOALBRH RS P LNPWO KARIMZNBRH TBNF OQNAP LFRRNBHW SRA NFO YBIOR OIBNBRH NFO AOLMUN WPBHL GRNF NFO IAPXP RS NFO LNPWO TBNF NFO BXKPZN RS TOUU KARIMZOI SBUX NFO LON GD WORAWO NLDKBH TBNF,21,19,16,15,12,10,9,8,7,6,6,5,4,4,4,3,3,3,3,2,2,1,0,0,0,0,0
A WONDERFUL FILM AHEAD OF ITS TIMEI THINK SO IN THE EIGHTYS IT WAS ALL ABOUT WINNING GREED IS GOOD  REMEMBER THAT ONE  I HAVE SEEN THIS FILM MORE THAT  TIMES TO ME THIS IS A REAL DESERT ISLAND FILM I ,S BCFPQVYMW YEWD SOQSP CY EIH IEDQE IOEFL HC EF IOQ QETOIKH EI BSH SWW SZCMI BEFFEFT TVQQP EH TCCP  VQDQDZQV IOSI CFQ  E OSRQ HQQF IOEH YEWD DCVQ IOSI  IEDQH IC DQ IOEH EH S VQSW PQHQVI EHWSFP YEWD E ,20,20,16,12,12,9,9,9,9,8,7,6,5,4,3,2,2,1,1,1,0,0,0,0,0,0,0
I HONESTLY DONT KNOW WHY SO MANY PEOPLE HATE THIS MOVIE I HAVE ALWAYS THOUGHT THAT IT WAS ONE OF MY ABSOLUTE FAVES THE FIGHT WITH TIGER AND HIS MEN ROCKED THE FIGHT WITH THE PIRATES WITH THE AXES ROCK,M VDJXCLSW UDJL FJDT TVW CD GRJW PXDPSX VRLX LVMC GDNMX M VRNX RSTRWC LVDIYVL LVRL ML TRC DJX DE GW RKCDSILX ERNXC LVX EMYVL TMLV LMYXZ RJU VMC GXJ ZDQFXU LVX EMYVL TMLV LVX PMZRLXC TMLV LVX RBXC ZDQF,21,18,18,13,12,12,10,7,7,5,4,4,4,4,4,3,3,3,3,2,2,1,1,0,0,0,0
XAVIERA FRENCH STUDENT MOVES INTO AN APARTMENT IN BARCELONA WITH A CAST OF SIX OTHER CHARACTERS FROM ALL OVER EUROPE AN ITALIAN A DANISH A GERMAN A BRITISH A SPANISH AND A BELGIUMHE WANTS TO GET A JOB,YADJSUA HUSGTO VRKCSGR ZXDSV JGRX AG AIAURZSGR JG FAUTSLXGA QJRO A TAVR XH VJY XROSU TOAUATRSUV HUXZ ALL XDSU SKUXIS AG JRALJAG A CAGJVO A ESUZAG A FUJRJVO A VIAGJVO AGC A FSLEJKZOS QAGRV RX ESR A WXF,26,15,14,14,12,12,10,10,8,5,5,5,4,3,3,3,3,3,3,2,2,1,0,0,0,0,0
SHES THE MAN WAS EVERYTHING I WANTED IT TO BE AND MAYBE EVEN A LITTLE MORE I LOVE THE TEEN TYPE CHICK FLICK FILMS AND I KNEW THIS ONE WOULD BE GREAT IN THE SAME VEIN AS  THINGS I HATE ABOUT YOU ONE OF,NJPN GJP CZA DZN PQPXTGJRAM R DZAGPY RG GE SP ZAY CZTSP PQPA Z ORGGOP CEXP R OEQP GJP GPPA GTWP HJRHU KORHU KROCN ZAY R UAPD GJRN EAP DELOY SP MXPZG RA GJP NZCP QPRA ZN  GJRAMN R JZGP ZSELG TEL EAP EK,25,16,14,13,12,9,9,8,6,5,4,4,4,4,4,3,3,3,3,3,3,1,0,0,0,0,0
THE OLD DARK HOUSE SUBGENRE THAT DOMINATED THE EARLY TALKIES RARELY FAILS TO DISAPPOINT WHEN WE REVIEW THE OLDIES TODAY HERE IS ONE THAT PROVIDES SO VERY MANY SUSPICIOUS CHARACTERS YOU HAVE TO WONDER ,DFJ HIA AZWS FHCEJ ECUGJTWJ DFZD AHPXTZDJA DFJ JZWIN DZISXJE WZWJIN BZXIE DH AXEZVVHXTD KFJT KJ WJMXJK DFJ HIAXJE DHAZN FJWJ XE HTJ DFZD VWHMXAJE EH MJWN PZTN ECEVXYXHCE YFZWZYDJWE NHC FZMJ DH KHTAJW ,23,14,14,14,13,12,11,10,9,7,6,6,5,4,4,4,3,2,2,1,1,1,0,0,0,0,0
I THOUGHT THAT THIS MOVIE WAS GOING TO BE TOTALLY LAME BASED ON THE ADVERTISEMENTS THAT I SAW IN THEATERS WHEN MY SISTER BORROWED FROM A FRIEND I DECIDED TO WATCH IT BECAUSE IT WAS SUMMER AND THERE WA,T RHIYDHR RHSR RHTZ QIJTL ESZ DITVD RI FL RIRSOOM OSQL FSZLC IV RHL SCJLWRTZLQLVRZ RHSR T ZSE TV RHLSRLWZ EHLV QM ZTZRLW FIWWIELC KWIQ S KWTLVC T CLATCLC RI ESRAH TR FLASYZL TR ESZ ZYQQLW SVC RHLWL ES,21,21,15,13,12,10,10,9,8,7,7,7,4,3,3,3,3,2,2,2,0,0,0,0,0,0,0
MY MOM ALWAYS TOLD ME TO SIT DOWN AND TO ACTUALLY WATCH THIS MOVIE BECAUSE ITS ONE OF HER FAVORITES I NEVER DID FOR YEARS UNTIL I CAUGHT ONE NIGHT ON TV THIS MOVIE WAS GREAT I DONT EVEN KNOW HOW TO EX,KJ KNK DTMDJR UNTA KQ UN RGU ANME DEA UN DLUFDTTJ MDULI UIGR KNCGQ XQLDFRQ GUR NEQ NO IQY ODCNYGUQR G EQCQY AGA ONY JQDYR FEUGT G LDFSIU NEQ EGSIU NE UC UIGR KNCGQ MDR SYQDU G ANEU QCQE HENM INM UN QZ,17,17,16,13,12,11,9,7,6,6,6,6,6,5,4,4,4,3,3,1,1,1,0,0,0,0,0
WHEN I WAS VERY YOUNG MY MOTHER HAD A SERIES OF FOUR LOONEY TUNESMERRIE MELODIES SHORTS ON TAPE AND I WATCHED THEM ALL SEVERAL TIMES A COY DECOY WAS ONE OF THESE SHORTS AND I WAS TRULY SHOCKED TO READ,WQKJ A WBS IKRD DNZJH GD GNOQKR QBT B SKRAKS NM MNZR ENNJKD OZJKSGKRRAK GKENTAKS SQNROS NJ OBCK BJT A WBOUQKT OQKG BEE SKIKRBE OAGKS B UND TKUND WBS NJK NM OQKSK SQNROS BJT A WBS ORZED SQNUFKT ON RKBT,23,16,15,13,11,11,9,8,8,7,7,6,6,5,4,4,3,2,1,1,1,0,0,0,0,0,0
I JUST SAW THIS MOVIE FOR THE FIRST TIME LAST NIGHT WOW WHAT A MOVIE THIS IS THE KIND OF MOVIE YOU WANT EVERYONE IN THE WORLD TO SEE BECAUSE ITS JUST SO COOL AND SO INTERESTINGI DO NOT WANT TO GIVE A ,O ZUSY SJE YVOS CDMOA QDW YVA QOWSY YOCA GJSY KOHVY EDE EVJY J CDMOA YVOS OS YVA POKI DQ CDMOA NDU EJKY AMAWNDKA OK YVA EDWGI YD SAA FARJUSA OYS ZUSY SD RDDG JKI SD OKYAWASYOKHO ID KDY EJKY YD HOMA J ,20,17,17,17,14,10,9,7,7,5,5,4,4,4,3,3,3,2,2,2,1,1,0,0,0,0,0
IN ENGLAND WE OFTEN FEEL VERY ATTACHED TO BRITISH FILMS THAT WE LIKE AS WE ARE SO USED TO THE USUAL AMERICAN SETTINGS AND ACCENTS BEING FROM LONDON WHERE VIRTUAL SEXUALITY IS SET I FELT A STRONG EMOTI,KY ZYUWGYN SZ VBPZY BZZW QZIE GPPGMXZN PV DIKPKFX BKWRF PXGP SZ WKJZ GF SZ GIZ FV AFZN PV PXZ AFAGW GRZIKMGY FZPPKYUF GYN GMMZYPF DZKYU BIVR WVYNVY SXZIZ QKIPAGW FZLAGWKPE KF FZP K BZWP G FPIVYU ZRVPK,23,18,14,13,13,12,9,9,8,5,5,5,5,4,4,4,4,2,2,2,1,1,0,0,0,0,0
ITS HARD TO IMAGINE IN THIS DAY AND AGE HOW POPULAR AND HOW MUCH OF AN IMPACT A NORWEGIAN IMMIGRANT AND WOULD BE CHEMIST HAD ON THE AMERICAN PUBLIC AND HOW MUCH OF A NATIONAL TRAGEDY HIS SUDDEN DEATH ,WNU DAFT NX WOAGWRK WR NDWU TAE ART AGK DXL QXQHVAF ART DXL OHPD XI AR WOQAPN A RXFLKGWAR WOOWGFARN ART LXHVT YK PDKOWUN DAT XR NDK AOKFWPAR QHYVWP ART DXL OHPD XI A RANWXRAV NFAGKTE DWU UHTTKR TKAND ,22,15,14,12,12,11,10,10,8,6,6,6,5,5,5,4,4,2,2,2,0,0,0,0,0,0,0
I ENJOYED THIS FILM VERY MUCH I FOUND IT TO BE VERY ENTERTAINING FOR ME IN THAT I FEEL THAT IT CAPTURED THE ROMANTICISM OF TURN OF THE CENTURY IRISHAMERICAN CULTURE THERES NO MESSAGES THERES NO VIOLEN,H RAWKORE QVHL DHBZ FRIO ZSNV H DKSAE HQ QK YR FRIO RAQRIQJHAHAM DKI ZR HA QVJQ H DRRB QVJQ HQ NJXQSIRE QVR IKZJAQHNHLZ KD QSIA KD QVR NRAQSIO HIHLVJZRIHNJA NSBQSIR QVRIRL AK ZRLLJMRL QVRIRL AK FHKBRA,23,19,16,13,13,10,9,8,8,7,7,6,6,4,4,3,3,2,1,1,1,0,0,0,0,0,0
LAUBERGE ESPAGNOLE IS FULL OF ENERGY AND ITS HONEST REALISTIC AND REFRESHING NOT A COMEDY OR DRAMA BUT MORE A SLICE OF LIFE MOVIE ABOUT THIS PARTICULAR GROUP OF VERY INTERESTING BUT STILL NORMAL YOUNG,GUTOYVIY YHEUICJGY LH KTGG JK YCYVIZ UCP LWH QJCYHW VYUGLHWLX UCP VYKVYHQLCI CJW U XJRYPZ JV PVURU OTW RJVY U HGLXY JK GLKY RJBLY UOJTW WQLH EUVWLXTGUV IVJTE JK BYVZ LCWYVYHWLCI OTW HWLGG CJVRUG ZJTCI,18,14,14,13,13,12,11,11,10,8,7,6,5,4,4,4,4,3,3,2,0,0,0,0,0,0,0
IVE NEVER SEEN A SHOW WITH AS MUCH STORY MYSTERY SUSPENSE AND HARDHITTING EXCITEMENT BEFORE I BARLEY WATCH TV ANYMORE BUT I OWN EVERY SEASON OF THIS SHOW AND ITS AMAZING EVERY EPISODE IS EXTREMELY WEL,OMK XKMKF ZKKX E ZPWQ QOBP EZ DSUP ZBWFV DVZBKFV ZSZAKXZK EXC PEFCPOBBOXH KIUOBKDKXB GKJWFK O GEFTKV QEBUP BM EXVDWFK GSB O WQX KMKFV ZKEZWX WJ BPOZ ZPWQ EXC OBZ EDEYOXH KMKFV KAOZWCK OZ KIBFKDKTV QKT,26,15,13,12,11,11,10,9,8,8,6,6,5,4,3,3,3,3,2,2,2,2,1,0,0,0,0
IN MOSCOW THE YOUNG COUPLE VERONIKA T SAMOJLOVA AND BORIS ALEKSEY BATALOV ARE IN DEEP LOVE FOR EACH OTHER WITH THE WORLD WAR II BORIS VOLUNTEERS TO JOIN THE ARMY AND IS SENT TO THE FRONT ON THE DAY BE,CB HRJWRE OIL PRTBA WRTFZL ULDRBCQM O JMHRVZRUM MBG SRDCJ MZLQJLP SMOMZRU MDL CB GLLF ZRUL NRD LMWI ROILD ECOI OIL ERDZG EMD CC SRDCJ URZTBOLLDJ OR VRCB OIL MDHP MBG CJ JLBO OR OIL NDRBO RB OIL GMP SL,20,19,14,13,11,11,10,8,8,7,5,5,4,4,4,3,3,3,2,2,2,2,1,0,0,0,0
EVERY HIGH PRAISE WORD FELL WAY SHORT BEFORE THE HEIGHT OF THIS MOVIE THIS MOVIE IS THE TRUE EXAMPLE OF HOW A PSYCHOLOGICAL HORROR MOVIE SHOULD BETHE PLOT SEEMS TO BE A BIT CONFUSING AT FIRST VIEWING ,QRQKJ TWMT CKDWHQ AVKI ZQPP ADJ HTVKF SQZVKQ FTQ TQWMTF VZ FTWH YVRWQ FTWH YVRWQ WH FTQ FKBQ QXDYCPQ VZ TVA D CHJGTVPVMWGDP TVKKVK YVRWQ HTVBPI SQFTQ CPVF HQQYH FV SQ D SWF GVUZBHWUM DF ZWKHF RWQAWUM ,21,17,15,14,13,11,10,7,7,6,5,5,5,4,4,4,3,3,3,3,2,1,0,0,0,0,0
PATTY CHAYEVSKY WAS YEARS AHEAD OF MOST SUCCESSFUL SCREENPLAY AND DRAMA WRITERS IN TACKLING STICKY SUBJECTS IN THIS  FILM HE FOLLOWED SINCLAIR LEWIS AND A J CRONIN IN RESPECTIVELY ARROWSMITH AND THE C,OUPPM YNUMKBARM WUA MKUTA UNKUF CQ ICAP ALYYKAAQLZ AYTKKEOZUM UEF FTUIU WTXPKTA XE PUYRZXEJ APXYRM ALGSKYPA XE PNXA  QXZI NK QCZZCWKF AXEYZUXT ZKWXA UEF U S YTCEXE XE TKAOKYPXBKZM UTTCWAIXPN UEF PNK Y,17,16,15,14,11,11,11,10,9,7,6,6,6,5,4,4,3,3,3,2,2,1,1,0,0,0,0
I CANT SEE HOW SOME PEOPLE CANT FIND THIS FILM FUNNY I SAW THE END OF IT ON SKY MOVIES IN  THOUGHT I WOULD BY THE DVD SINCE THEN I HAVE LAUGHED MY BALLS OF WITH LINES LIKE RIK MAYALLS LAUGH HAHAHAHAHA,I GJOA VFF HUL VUXF KFUKQF GJOA EIOC AHIV EIQX EROOY I VJL AHF FOC UE IA UO VNY XUTIFV IO  AHURSHA I LURQC WY AHF CTC VIOGF AHFO I HJTF QJRSHFC XY WJQQV UE LIAH QIOFV QINF PIN XJYJQQV QJRSH HJHJHJHJHJ,16,15,15,14,11,11,10,10,9,6,5,5,5,5,4,3,3,3,3,2,2,1,0,0,0,0,0
THE CURE IS A VERY TOUCHING AND POIGNANT DRAMA THE FILM FOCUSES ON TWO NEIGHBORHOOD BOYS WHO BECOME GOOD FRIENDS ONE OF THE BOYS HAS AIDS THE BOYS BECOME GOOD FRIENDS DESPITE ERIKS APPREHENSIVENESS AT,VGU KREU XL F HUEY VMRKGXSC FSO IMXCSFSV OEFBF VGU ZXJB ZMKRLUL MS VDM SUXCGWMEGMMO WMYL DGM WUKMBU CMMO ZEXUSOL MSU MZ VGU WMYL GFL FXOL VGU WMYL WUKMBU CMMO ZEXUSOL OULIXVU UEXQL FIIEUGUSLXHUSULL FV,22,20,15,11,11,10,9,9,9,8,6,5,5,5,4,4,4,3,2,2,1,1,0,0,0,0,0
NORTH AND SOUTH IS A MINISERIES FROM THE GOLDEN AGE OF TELEVISION MINISERIES IN THE S WHICH WAS A TIME FOR LONG SWEEPING EPICS WITH HIGH PRODUCTION VALUES AND LOTS OF STAR CAMEOS IT IS FOR THE MOST PA,VISEU BVH XIJEU ZX B CZVZXFSZFX LSIC EUF NIRHFV BNF IL EFRFPZXZIV CZVZXFSZFX ZV EUF X DUZMU DBX B EZCF LIS RIVN XDFFYZVN FYZMX DZEU UZNU YSIHJMEZIV PBRJFX BVH RIEX IL XEBS MBCFIX ZE ZX LIS EUF CIXE YB,19,17,17,15,13,11,10,10,8,6,5,5,5,4,4,4,4,3,2,0,0,0,0,0,0,0,0
LOOK THIS IS A LOW BUDGET HORROR FILM THAT SUFFERS FROM ALL OF THE PROBLEMS THAT GO WITH LOW BUDGET MOVIES BUT YOU MUST SEE THIS JUST TO WATCH LISA ERICKSON AS JULIE SHE IS SMOKIN HOT AND A GREAT LITT,KGGO HZTM TM D KGU RAIWXH ZGVVGV YTKL HZDH MAYYXVM YVGL DKK GY HZX SVGRKXLM HZDH WG UTHZ KGU RAIWXH LGBTXM RAH PGA LAMH MXX HZTM CAMH HG UDHJZ KTMD XVTJOMGF DM CAKTX MZX TM MLGOTF ZGH DFI D WVXDH KTHH,19,16,16,12,12,10,10,10,8,8,6,5,4,4,4,3,3,3,2,2,1,1,1,0,0,0,0
SOME USERS ARE CONFUSED ABOUT THE IDENTITY OF THE ARMED MEN WALKING DOWN THE STEPS IN THE ODESSA STAIRCASE SEQUENCE THESE MEN ARE NOT COSSACKS BUT REGULAR ARMY TROOPSTHE COSSACKS ARRIVE AT THE SCENE A,MUSZ LMZFM BFZ GUAELMZJ BYULQ QPZ DJZAQDQN UE QPZ BFSZJ SZA RBVWDAH JURA QPZ MQZTM DA QPZ UJZMMB MQBDFGBMZ MZKLZAGZ QPZMZ SZA BFZ AUQ GUMMBGWM YLQ FZHLVBF BFSN QFUUTMQPZ GUMMBGWM BFFDIZ BQ QPZ MGZAZ B,27,20,16,15,11,11,10,8,7,6,6,5,5,3,2,2,2,2,2,2,2,1,1,0,0,0,0
IF YOU ARE GOING TO SEE THIS MOVIE BY ALL MEANS DONT GO INTO THIS MOVIE WITH THE EXPECTATION OF THIS MOVIE WILL BE ABSOLUTELY HILARIOUS BECAUSE YOU WILL BE LET DOWN YEAH SURE ITS FUNNY AT TIMES BUT I ,KT CND QUG YNKOY JN SGG JZKS WNXKG BC QVV WGQOS ANOJ YN KOJN JZKS WNXKG HKJZ JZG GIRGEJQJKNO NT JZKS WNXKG HKVV BG QBSNVDJGVC ZKVQUKNDS BGEQDSG CND HKVV BG VGJ ANHO CGQZ SDUG KJS TDOOC QJ JKWGS BDJ K ,19,18,16,15,11,10,9,8,8,7,6,6,5,4,3,3,3,3,2,2,1,1,0,0,0,0,0
